match_id,team_1,team_2,winner,margin,ground,match_date
419109,KKR,RCB,KKR,7 wickets,Eden Gardens,"Mar 14, 2010"
419108,Kings XI,Daredevils,Daredevils,5 wickets,Mohali,"Mar 13, 2010"
419107,Mumbai,Royals,Mumbai,4 runs,Brabourne,"Mar 13, 2010"
419106,Chargers,KKR,KKR,11 runs,DY Patil,"Mar 12, 2010"
392239,Chargers,RCB,Chargers,6 runs,Johannesburg,"May 24, 2009"
392238,Super Kings,RCB,RCB,6 wickets,Johannesburg,"May 23, 2009"
392237,Chargers,Daredevils,Chargers,6 wickets,Centurion,"May 22, 2009"
392236,RCB,Chargers,RCB,12 runs,Centurion,"May 21, 2009"
392235,Daredevils,Mumbai,Daredevils,4 wickets,Centurion,"May 21, 2009"
392234,Super Kings,Kings XI,Super Kings,24 runs,Durban,"May 20, 2009"
392233,KKR,Royals,KKR,4 wickets,Durban,"May 20, 2009"
392232,RCB,Daredevils,RCB,7 wickets,Johannesburg,"May 19, 2009"
392231,Super Kings,KKR,KKR,7 wickets,Centurion,"May 18, 2009"
392230,Daredevils,Royals,Daredevils,14 runs,Bloemfontein,"May 17, 2009"
392229,Chargers,Kings XI,Kings XI,1 run,Johannesburg,"May 17, 2009"
392228,Chargers,KKR,Chargers,6 wickets,Johannesburg,"May 16, 2009"
392227,Super Kings,Mumbai,Super Kings,7 wickets,Gqeberha,"May 16, 2009"
392226,Daredevils,Kings XI,Kings XI,6 wickets,Bloemfontein,"May 15, 2009"
392225,Mumbai,Royals,Royals,2 runs,Durban,"May 14, 2009"
392224,RCB,Super Kings,RCB,2 wickets,Durban,"May 14, 2009"
392223,Chargers,Daredevils,Daredevils,12 runs,Durban,"May 13, 2009"
392222,Kings XI,Mumbai,Mumbai,8 wickets,Centurion,"May 12, 2009"
392221,RCB,KKR,RCB,6 wickets,Centurion,"May 12, 2009"
392220,Chargers,Royals,Chargers,53 runs,Kimberley,"May 11, 2009"
392219,Daredevils,KKR,Daredevils,7 wickets,Johannesburg,"May 10, 2009"
392218,RCB,Mumbai,Mumbai,16 runs,Gqeberha,"May 10, 2009"
392217,Super Kings,Royals,Super Kings,7 wickets,Kimberley,"May 9, 2009"
392216,Chargers,Kings XI,Kings XI,3 wickets,Kimberley,"May 9, 2009"
392215,Daredevils,Mumbai,Daredevils,7 wickets,East London,"May 8, 2009"
392214,Super Kings,Kings XI,Super Kings,12 runs,Centurion,"May 7, 2009"
392213,RCB,Royals,Royals,7 wickets,Centurion,"May 7, 2009"
392212,Chargers,Mumbai,Chargers,19 runs,Centurion,"May 6, 2009"
392211,Daredevils,KKR,Daredevils,9 wickets,Durban,"May 5, 2009"
392210,Kings XI,Royals,Royals,78 runs,Durban,"May 5, 2009"
392209,Super Kings,Chargers,Super Kings,78 runs,East London,"May 4, 2009"
392208,RCB,Mumbai,RCB,9 wickets,Johannesburg,"May 3, 2009"
392207,Kings XI,KKR,Kings XI,6 wickets,Gqeberha,"May 3, 2009"
392206,Super Kings,Daredevils,Super Kings,18 runs,Johannesburg,"May 2, 2009"
392205,Chargers,Royals,Royals,3 wickets,Gqeberha,"May 2, 2009"
392204,RCB,Kings XI,RCB,8 runs,Durban,"May 1, 2009"
392203,KKR,Mumbai,Mumbai,9 runs,East London,"May 1, 2009"
392202,Super Kings,Royals,Super Kings,38 runs,Centurion,"Apr 30, 2009"
392201,Chargers,Daredevils,Daredevils,6 wickets,Centurion,"Apr 30, 2009"
392200,Kings XI,Mumbai,Kings XI,3 runs,Durban,"Apr 29, 2009"
392199,RCB,KKR,RCB,5 wickets,Durban,"Apr 29, 2009"
392198,Daredevils,Royals,Royals,5 wickets,Centurion,"Apr 28, 2009"
392197,KKR,Mumbai,Mumbai,92 runs,Gqeberha,"Apr 27, 2009"
392196,Super Kings,Chargers,Chargers,6 wickets,Durban,"Apr 27, 2009"
392195,Kings XI,Royals,Kings XI,27 runs,Cape Town,"Apr 26, 2009"
392194,RCB,Daredevils,Daredevils,6 wickets,Gqeberha,"Apr 26, 2009"
392192,Chargers,Mumbai,Chargers,12 runs,Durban,"Apr 25, 2009"
392191,RCB,Kings XI,Kings XI,7 wickets,Durban,"Apr 24, 2009"
392190,KKR,Royals,tied,-,Cape Town,"Apr 23, 2009"
392189,Super Kings,Daredevils,Daredevils,9 runs,Durban,"Apr 23, 2009"
392188,RCB,Chargers,Chargers,24 runs,Cape Town,"Apr 22, 2009"
392186,Kings XI,KKR,KKR,11 runs,Durban,"Apr 21, 2009"
392185,RCB,Super Kings,Super Kings,92 runs,Gqeberha,"Apr 20, 2009"
392184,Chargers,KKR,Chargers,8 wickets,Cape Town,"Apr 19, 2009"
392183,Daredevils,Kings XI,Daredevils,10 wickets,Cape Town,"Apr 19, 2009"
392182,RCB,Royals,RCB,75 runs,Cape Town,"Apr 18, 2009"
392181,Super Kings,Mumbai,Mumbai,19 runs,Cape Town,"Apr 18, 2009"
336040,Super Kings,Royals,Royals,3 wickets,DY Patil,"Jun 1, 2008"
336039,Super Kings,Kings XI,Super Kings,9 wickets,Wankhede,"May 31, 2008"
336038,Daredevils,Royals,Royals,105 runs,Wankhede,"May 30, 2008"
336019,Kings XI,Royals,Kings XI,41 runs,Mohali,"May 28, 2008"
336012,RCB,Mumbai,Mumbai,9 wickets,Bengaluru,"May 28, 2008"
336037,Chargers,Super Kings,Super Kings,7 wickets,Hyderabad,"May 27, 2008"
336036,Royals,Mumbai,Royals,5 wickets,Jaipur,"May 26, 2008"
336035,KKR,Kings XI,KKR,3 wickets,Eden Gardens,"May 25, 2008"
336002,Chargers,RCB,RCB,5 wickets,Hyderabad,"May 25, 2008"
336032,Daredevils,Mumbai,Daredevils,5 wickets,Delhi,"May 24, 2008"
336033,Super Kings,Royals,Royals,10 runs,Chennai,"May 24, 2008"
336031,Kings XI,Chargers,Kings XI,6 wickets,Mohali,"May 23, 2008"
336029,Super Kings,RCB,RCB,14 runs,Chennai,"May 21, 2008"
336028,Mumbai,Kings XI,Kings XI,1 run,Wankhede,"May 21, 2008"
336027,KKR,Royals,Royals,6 wickets,Eden Gardens,"May 20, 2008"
336026,RCB,Daredevils,Daredevils,5 wickets,Bengaluru,"May 19, 2008"
336024,Chargers,Mumbai,Mumbai,25 runs,Hyderabad,"May 18, 2008"
336025,KKR,Super Kings,Super Kings,3 runs,Eden Gardens,"May 18, 2008"
336022,Daredevils,Kings XI,Kings XI,6 runs,Delhi,"May 17, 2008"
336023,Royals,RCB,Royals,65 runs,Jaipur,"May 17, 2008"
336021,Mumbai,KKR,Mumbai,8 wickets,Wankhede,"May 16, 2008"
336020,Daredevils,Chargers,Daredevils,12 runs,Delhi,"May 15, 2008"
336018,Mumbai,Super Kings,Mumbai,9 wickets,Wankhede,"May 14, 2008"
336017,KKR,Daredevils,KKR,23 runs,Eden Gardens,"May 13, 2008"
336016,Kings XI,RCB,Kings XI,9 wickets,Mohali,"May 12, 2008"
336015,Royals,Daredevils,Royals,3 wickets,Jaipur,"May 11, 2008"
336014,Chargers,KKR,KKR,23 runs,Hyderabad,"May 11, 2008"
336013,Super Kings,Kings XI,Super Kings,18 runs,Chennai,"May 10, 2008"
336011,Royals,Chargers,Royals,8 wickets,Jaipur,"May 9, 2008"
336010,KKR,RCB,KKR,5 runs,Eden Gardens,"May 8, 2008"
336009,Daredevils,Super Kings,Super Kings,4 wickets,Delhi,"May 8, 2008"
336008,Mumbai,Royals,Mumbai,7 wickets,DY Patil,"May 7, 2008"
336007,Super Kings,Chargers,Chargers,7 wickets,Chennai,"May 6, 2008"
336006,RCB,Kings XI,Kings XI,6 wickets,Bengaluru,"May 5, 2008"
336005,Royals,Super Kings,Royals,8 wickets,Jaipur,"May 4, 2008"
336004,Mumbai,Daredevils,Mumbai,29 runs,DY Patil,"May 4, 2008"
336003,Kings XI,KKR,Kings XI,9 runs,Mohali,"May 3, 2008"
336034,RCB,Chargers,RCB,3 runs,Bengaluru,"May 3, 2008"
336001,Super Kings,Daredevils,Daredevils,8 wickets,Chennai,"May 2, 2008"
335999,Chargers,Kings XI,Kings XI,7 wickets,Hyderabad,"May 1, 2008"
336000,Royals,KKR,Royals,45 runs,Jaipur,"May 1, 2008"
335998,Daredevils,RCB,Daredevils,10 runs,Delhi,"Apr 30, 2008"
335997,KKR,Mumbai,Mumbai,7 wickets,Eden Gardens,"Apr 29, 2008"
335996,RCB,Super Kings,Super Kings,13 runs,Bengaluru,"Apr 28, 2008"
335994,Mumbai,Chargers,Chargers,10 wickets,DY Patil,"Apr 27, 2008"
335995,Kings XI,Daredevils,Kings XI,4 wickets,Mohali,"Apr 27, 2008"
335992,RCB,Royals,Royals,7 wickets,Bengaluru,"Apr 26, 2008"
335993,Super Kings,KKR,Super Kings,9 wickets,Chennai,"Apr 26, 2008"
335991,Kings XI,Mumbai,Kings XI,66 runs,Mohali,"Apr 25, 2008"
335990,Chargers,Royals,Royals,3 wickets,Hyderabad,"Apr 24, 2008"
335989,Super Kings,Mumbai,Super Kings,6 runs,Chennai,"Apr 23, 2008"
335988,Chargers,Daredevils,Daredevils,9 wickets,Hyderabad,"Apr 22, 2008"
335987,Royals,Kings XI,Royals,6 wickets,Jaipur,"Apr 21, 2008"
335985,Mumbai,RCB,RCB,5 wickets,Wankhede,"Apr 20, 2008"
335986,KKR,Chargers,KKR,5 wickets,Eden Gardens,"Apr 20, 2008"
335984,Daredevils,Royals,Daredevils,9 wickets,Delhi,"Apr 19, 2008"
335983,Kings XI,Super Kings,Super Kings,33 runs,Mohali,"Apr 19, 2008"
335982,RCB,KKR,KKR,140 runs,Bengaluru,"Apr 18, 2008"
