match_id,team_1,team_2,winner,margin,ground,match_date
1370353,Titans,Super Kings,Super Kings,5 wickets,Ahmedabad,"May 28, 2023"
1370352,Titans,Mumbai,Titans,62 runs,Ahmedabad,"May 26, 2023"
1370351,Super Giants,Mumbai,Mumbai,81 runs,Chennai,"May 24, 2023"
1370350,Super Kings,Titans,Super Kings,15 runs,Chennai,"May 23, 2023"
1359544,RCB,Titans,Titans,6 wickets,Bengaluru,"May 21, 2023"
1359543,Mumbai,Sunrisers,Mumbai,8 wickets,Wankhede,"May 21, 2023"
1359542,KKR,Super Giants,Super Giants,1 run,Eden Gardens,"May 20, 2023"
1359541,Capitals,Super Kings,Super Kings,77 runs,Delhi,"May 20, 2023"
1359540,Punjab Kings,Royals,Royals,4 wickets,Dharamsala,"May 19, 2023"
1359539,Sunrisers,RCB,RCB,8 wickets,Hyderabad,"May 18, 2023"
1359538,Punjab Kings,Capitals,Capitals,15 runs,Dharamsala,"May 17, 2023"
1359537,Super Giants,Mumbai,Super Giants,5 runs,Lucknow,"May 16, 2023"
1359536,Titans,Sunrisers,Titans,34 runs,Ahmedabad,"May 15, 2023"
1359535,Super Kings,KKR,KKR,6 wickets,Chennai,"May 14, 2023"
1359534,Royals,RCB,RCB,112 runs,Jaipur,"May 14, 2023"
1359533,Capitals,Punjab Kings,Punjab Kings,31 runs,Delhi,"May 13, 2023"
1359532,Sunrisers,Super Giants,Super Giants,7 wickets,Hyderabad,"May 13, 2023"
1359531,Mumbai,Titans,Mumbai,27 runs,Wankhede,"May 12, 2023"
1359530,KKR,Royals,Royals,9 wickets,Eden Gardens,"May 11, 2023"
1359529,Super Kings,Capitals,Super Kings,27 runs,Chennai,"May 10, 2023"
1359528,Mumbai,RCB,Mumbai,6 wickets,Wankhede,"May 9, 2023"
1359527,KKR,Punjab Kings,KKR,5 wickets,Eden Gardens,"May 8, 2023"
1359526,Royals,Sunrisers,Sunrisers,4 wickets,Jaipur,"May 7, 2023"
1359525,Titans,Super Giants,Titans,56 runs,Ahmedabad,"May 7, 2023"
1359524,Capitals,RCB,Capitals,7 wickets,Delhi,"May 6, 2023"
1359523,Super Kings,Mumbai,Super Kings,6 wickets,Chennai,"May 6, 2023"
1359522,Royals,Titans,Titans,9 wickets,Jaipur,"May 5, 2023"
1359521,Sunrisers,KKR,KKR,5 runs,Hyderabad,"May 4, 2023"
1359520,Punjab Kings,Mumbai,Mumbai,6 wickets,Mohali,"May 3, 2023"
1359519,Super Giants,Super Kings,no result,-,Lucknow,"May 3, 2023"
1359518,Titans,Capitals,Capitals,5 runs,Ahmedabad,"May 2, 2023"
1359517,Super Giants,RCB,RCB,18 runs,Lucknow,"May 1, 2023"
1359516,Mumbai,Royals,Mumbai,6 wickets,Wankhede,"Apr 30, 2023"
1359515,Super Kings,Punjab Kings,Punjab Kings,4 wickets,Chennai,"Apr 30, 2023"
1359514,Capitals,Sunrisers,Sunrisers,9 runs,Delhi,"Apr 29, 2023"
1359513,KKR,Titans,Titans,7 wickets,Eden Gardens,"Apr 29, 2023"
1359512,Punjab Kings,Super Giants,Super Giants,56 runs,Mohali,"Apr 28, 2023"
1359511,Royals,Super Kings,Royals,32 runs,Jaipur,"Apr 27, 2023"
1359510,RCB,KKR,KKR,21 runs,Bengaluru,"Apr 26, 2023"
1359509,Titans,Mumbai,Titans,55 runs,Ahmedabad,"Apr 25, 2023"
1359508,Sunrisers,Capitals,Capitals,7 runs,Hyderabad,"Apr 24, 2023"
1359507,KKR,Super Kings,Super Kings,49 runs,Eden Gardens,"Apr 23, 2023"
1359506,RCB,Royals,RCB,7 runs,Bengaluru,"Apr 23, 2023"
1359505,Mumbai,Punjab Kings,Punjab Kings,13 runs,Wankhede,"Apr 22, 2023"
1359504,Super Giants,Titans,Titans,7 runs,Lucknow,"Apr 22, 2023"
1359503,Super Kings,Sunrisers,Super Kings,7 wickets,Chennai,"Apr 21, 2023"
1359502,Capitals,KKR,Capitals,4 wickets,Delhi,"Apr 20, 2023"
1359501,Punjab Kings,RCB,RCB,24 runs,Mohali,"Apr 20, 2023"
1359500,Royals,Super Giants,Super Giants,10 runs,Jaipur,"Apr 19, 2023"
1359499,Sunrisers,Mumbai,Mumbai,14 runs,Hyderabad,"Apr 18, 2023"
1359498,RCB,Super Kings,Super Kings,8 runs,Bengaluru,"Apr 17, 2023"
1359497,Titans,Royals,Royals,3 wickets,Ahmedabad,"Apr 16, 2023"
1359496,Mumbai,KKR,Mumbai,5 wickets,Wankhede,"Apr 16, 2023"
1359495,Super Giants,Punjab Kings,Punjab Kings,2 wickets,Lucknow,"Apr 15, 2023"
1359494,RCB,Capitals,RCB,23 runs,Bengaluru,"Apr 15, 2023"
1359493,KKR,Sunrisers,Sunrisers,23 runs,Eden Gardens,"Apr 14, 2023"
1359492,Punjab Kings,Titans,Titans,6 wickets,Mohali,"Apr 13, 2023"
1359491,Super Kings,Royals,Royals,3 runs,Chennai,"Apr 12, 2023"
1359490,Capitals,Mumbai,Mumbai,6 wickets,Delhi,"Apr 11, 2023"
1359489,RCB,Super Giants,Super Giants,1 wicket,Bengaluru,"Apr 10, 2023"
1359488,Sunrisers,Punjab Kings,Sunrisers,8 wickets,Hyderabad,"Apr 9, 2023"
1359487,Titans,KKR,KKR,3 wickets,Ahmedabad,"Apr 9, 2023"
1359486,Mumbai,Super Kings,Super Kings,7 wickets,Wankhede,"Apr 8, 2023"
1359485,Royals,Capitals,Royals,57 runs,Guwahati,"Apr 8, 2023"
1359484,Super Giants,Sunrisers,Super Giants,5 wickets,Lucknow,"Apr 7, 2023"
1359483,KKR,RCB,KKR,81 runs,Eden Gardens,"Apr 6, 2023"
1359482,Royals,Punjab Kings,Punjab Kings,5 runs,Guwahati,"Apr 5, 2023"
1359481,Capitals,Titans,Titans,6 wickets,Delhi,"Apr 4, 2023"
1359480,Super Kings,Super Giants,Super Kings,12 runs,Chennai,"Apr 3, 2023"
1359479,RCB,Mumbai,RCB,8 wickets,Bengaluru,"Apr 2, 2023"
1359478,Sunrisers,Royals,Royals,72 runs,Hyderabad,"Apr 2, 2023"
1359477,Super Giants,Capitals,Super Giants,50 runs,Lucknow,"Apr 1, 2023"
1359476,Punjab Kings,KKR,Punjab Kings,7 runs,Mohali,"Apr 1, 2023"
1359475,Titans,Super Kings,Titans,5 wickets,Ahmedabad,"Mar 31, 2023"
1312200,Titans,Royals,Titans,7 wickets,Ahmedabad,"May 29, 2022"
1312199,Royals,RCB,Royals,7 wickets,Ahmedabad,"May 27, 2022"
1312198,Super Giants,RCB,RCB,14 runs,Eden Gardens,"May 25, 2022"
1312197,Titans,Royals,Titans,7 wickets,Eden Gardens,"May 24, 2022"
1304116,Sunrisers,Punjab Kings,Punjab Kings,5 wickets,Wankhede,"May 22, 2022"
1304115,Mumbai,Capitals,Mumbai,5 wickets,Wankhede,"May 21, 2022"
1304114,Royals,Super Kings,Royals,5 wickets,Brabourne,"May 20, 2022"
1304113,RCB,Titans,RCB,8 wickets,Wankhede,"May 19, 2022"
1304112,KKR,Super Giants,Super Giants,2 runs,DY Patil,"May 18, 2022"
1304111,Mumbai,Sunrisers,Sunrisers,3 runs,Wankhede,"May 17, 2022"
1304110,Punjab Kings,Capitals,Capitals,17 runs,DY Patil,"May 16, 2022"
1304109,Super Giants,Royals,Royals,24 runs,Brabourne,"May 15, 2022"
1304108,Super Kings,Titans,Titans,7 wickets,Wankhede,"May 15, 2022"
1304107,KKR,Sunrisers,KKR,54 runs,Pune,"May 14, 2022"
1304106,RCB,Punjab Kings,Punjab Kings,54 runs,Brabourne,"May 13, 2022"
1304105,Super Kings,Mumbai,Mumbai,5 wickets,Wankhede,"May 12, 2022"
1304104,Royals,Capitals,Capitals,8 wickets,DY Patil,"May 11, 2022"
1304103,Super Giants,Titans,Titans,62 runs,Pune,"May 10, 2022"
1304102,Mumbai,KKR,KKR,52 runs,DY Patil,"May 9, 2022"
1304101,Super Kings,Capitals,Super Kings,91 runs,DY Patil,"May 8, 2022"
1304100,Sunrisers,RCB,RCB,67 runs,Wankhede,"May 8, 2022"
1304099,Super Giants,KKR,Super Giants,75 runs,Pune,"May 7, 2022"
1304098,Punjab Kings,Royals,Royals,6 wickets,Wankhede,"May 7, 2022"
1304097,Titans,Mumbai,Mumbai,5 runs,Brabourne,"May 6, 2022"
1304096,Capitals,Sunrisers,Capitals,21 runs,Brabourne,"May 5, 2022"
1304095,RCB,Super Kings,RCB,13 runs,Pune,"May 4, 2022"
1304094,Titans,Punjab Kings,Punjab Kings,8 wickets,DY Patil,"May 3, 2022"
1304093,KKR,Royals,KKR,7 wickets,Wankhede,"May 2, 2022"
1304092,Sunrisers,Super Kings,Super Kings,13 runs,Pune,"May 1, 2022"
1304091,Capitals,Super Giants,Super Giants,6 runs,Wankhede,"May 1, 2022"
1304090,Royals,Mumbai,Mumbai,5 wickets,DY Patil,"Apr 30, 2022"
1304089,Titans,RCB,Titans,6 wickets,Brabourne,"Apr 30, 2022"
1304088,Punjab Kings,Super Giants,Super Giants,20 runs,Pune,"Apr 29, 2022"
1304087,Capitals,KKR,Capitals,4 wickets,Wankhede,"Apr 28, 2022"
1304086,Titans,Sunrisers,Titans,5 wickets,Wankhede,"Apr 27, 2022"
1304085,RCB,Royals,Royals,29 runs,Pune,"Apr 26, 2022"
1304084,Punjab Kings,Super Kings,Punjab Kings,11 runs,Wankhede,"Apr 25, 2022"
1304083,Super Giants,Mumbai,Super Giants,36 runs,Wankhede,"Apr 24, 2022"
1304082,RCB,Sunrisers,Sunrisers,9 wickets,Brabourne,"Apr 23, 2022"
1304081,KKR,Titans,Titans,8 runs,DY Patil,"Apr 23, 2022"
1304080,Capitals,Royals,Royals,15 runs,Wankhede,"Apr 22, 2022"
1304079,Mumbai,Super Kings,Super Kings,3 wickets,DY Patil,"Apr 21, 2022"
1304078,Capitals,Punjab Kings,Capitals,9 wickets,Brabourne,"Apr 20, 2022"
1304077,Super Giants,RCB,RCB,18 runs,DY Patil,"Apr 19, 2022"
1304076,Royals,KKR,Royals,7 runs,Brabourne,"Apr 18, 2022"
1304075,Titans,Super Kings,Titans,3 wickets,Pune,"Apr 17, 2022"
1304074,Punjab Kings,Sunrisers,Sunrisers,7 wickets,DY Patil,"Apr 17, 2022"
1304073,Capitals,RCB,RCB,16 runs,Wankhede,"Apr 16, 2022"
1304072,Mumbai,Super Giants,Super Giants,18 runs,Brabourne,"Apr 16, 2022"
1304071,Sunrisers,KKR,Sunrisers,7 wickets,Brabourne,"Apr 15, 2022"
1304070,Royals,Titans,Titans,37 runs,DY Patil,"Apr 14, 2022"
1304069,Mumbai,Punjab Kings,Punjab Kings,12 runs,Pune,"Apr 13, 2022"
1304068,Super Kings,RCB,Super Kings,23 runs,DY Patil,"Apr 12, 2022"
1304067,Sunrisers,Titans,Sunrisers,8 wickets,DY Patil,"Apr 11, 2022"
1304066,Royals,Super Giants,Royals,3 runs,Wankhede,"Apr 10, 2022"
1304065,KKR,Capitals,Capitals,44 runs,Brabourne,"Apr 10, 2022"
1304064,RCB,Mumbai,RCB,7 wickets,Pune,"Apr 9, 2022"
1304063,Super Kings,Sunrisers,Sunrisers,8 wickets,DY Patil,"Apr 9, 2022"
1304062,Punjab Kings,Titans,Titans,6 wickets,Brabourne,"Apr 8, 2022"
1304061,Super Giants,Capitals,Super Giants,6 wickets,DY Patil,"Apr 7, 2022"
1304060,KKR,Mumbai,KKR,5 wickets,Pune,"Apr 6, 2022"
1304059,Royals,RCB,RCB,4 wickets,Wankhede,"Apr 5, 2022"
1304058,Sunrisers,Super Giants,Super Giants,12 runs,DY Patil,"Apr 4, 2022"
1304057,Super Kings,Punjab Kings,Punjab Kings,54 runs,Brabourne,"Apr 3, 2022"
1304056,Titans,Capitals,Titans,14 runs,Pune,"Apr 2, 2022"
1304055,Mumbai,Royals,Royals,23 runs,DY Patil,"Apr 2, 2022"
1304054,KKR,Punjab Kings,KKR,6 wickets,Wankhede,"Apr 1, 2022"
1304053,Super Giants,Super Kings,Super Giants,6 wickets,Brabourne,"Mar 31, 2022"
1304052,RCB,KKR,RCB,3 wickets,DY Patil,"Mar 30, 2022"
1304051,Sunrisers,Royals,Royals,61 runs,Pune,"Mar 29, 2022"
1304050,Titans,Super Giants,Titans,5 wickets,Wankhede,"Mar 28, 2022"
1304049,Punjab Kings,RCB,Punjab Kings,5 wickets,DY Patil,"Mar 27, 2022"
1304048,Capitals,Mumbai,Capitals,4 wickets,Brabourne,"Mar 27, 2022"
1304047,Super Kings,KKR,KKR,6 wickets,Wankhede,"Mar 26, 2022"
1254117,Super Kings,KKR,Super Kings,27 runs,Dubai (DSC),"Oct 15, 2021"
1254116,Capitals,KKR,KKR,3 wickets,Sharjah,"Oct 13, 2021"
1254115,RCB,KKR,KKR,4 wickets,Sharjah,"Oct 11, 2021"
1254114,Capitals,Super Kings,Super Kings,4 wickets,Dubai (DSC),"Oct 10, 2021"
1254101,RCB,Capitals,RCB,7 wickets,Dubai (DSC),"Oct 8, 2021"
1254088,Sunrisers,Mumbai,Mumbai,42 runs,Abu Dhabi,"Oct 8, 2021"
1254106,KKR,Royals,KKR,86 runs,Sharjah,"Oct 7, 2021"
1254094,Super Kings,Punjab Kings,Punjab Kings,6 wickets,Dubai (DSC),"Oct 7, 2021"
1254095,RCB,Sunrisers,Sunrisers,4 runs,Abu Dhabi,"Oct 6, 2021"
1254093,Royals,Mumbai,Mumbai,8 wickets,Sharjah,"Oct 5, 2021"
1254110,Capitals,Super Kings,Capitals,3 wickets,Dubai (DSC),"Oct 4, 2021"
1254109,KKR,Sunrisers,KKR,6 wickets,Dubai (DSC),"Oct 3, 2021"
1254090,RCB,Punjab Kings,RCB,6 runs,Sharjah,"Oct 3, 2021"
1254089,Royals,Super Kings,Royals,7 wickets,Abu Dhabi,"Oct 2, 2021"
1254112,Mumbai,Capitals,Capitals,4 wickets,Sharjah,"Oct 2, 2021"
1254102,KKR,Punjab Kings,Punjab Kings,5 wickets,Dubai (DSC),"Oct 1, 2021"
1254091,Sunrisers,Super Kings,Super Kings,6 wickets,Sharjah,"Sep 30, 2021"
1254103,Royals,RCB,RCB,7 wickets,Dubai (DSC),"Sep 29, 2021"
1254099,Mumbai,Punjab Kings,Mumbai,6 wickets,Abu Dhabi,"Sep 28, 2021"
1254092,KKR,Capitals,KKR,3 wickets,Sharjah,"Sep 28, 2021"
1254100,Sunrisers,Royals,Sunrisers,7 wickets,Dubai (DSC),"Sep 27, 2021"
1254108,RCB,Mumbai,RCB,54 runs,Dubai (DSC),"Sep 26, 2021"
1254098,Super Kings,KKR,Super Kings,2 wickets,Abu Dhabi,"Sep 26, 2021"
1254107,Sunrisers,Punjab Kings,Punjab Kings,5 runs,Sharjah,"Sep 25, 2021"
1254097,Capitals,Royals,Capitals,33 runs,Abu Dhabi,"Sep 25, 2021"
1254113,RCB,Super Kings,Super Kings,6 wickets,Sharjah,"Sep 24, 2021"
1254096,Mumbai,KKR,KKR,7 wickets,Abu Dhabi,"Sep 23, 2021"
1254105,Capitals,Sunrisers,Capitals,8 wickets,Dubai (DSC),"Sep 22, 2021"
1254111,Punjab Kings,Royals,Royals,2 runs,Dubai (DSC),"Sep 21, 2021"
1254087,KKR,RCB,KKR,9 wickets,Abu Dhabi,"Sep 20, 2021"
1254104,Super Kings,Mumbai,Super Kings,20 runs,Dubai (DSC),"Sep 19, 2021"
1254086,Punjab Kings,Capitals,Capitals,7 wickets,Ahmedabad,"May 2, 2021"
1254085,Royals,Sunrisers,Royals,55 runs,Delhi,"May 2, 2021"
1254084,Mumbai,Super Kings,Mumbai,4 wickets,Delhi,"May 1, 2021"
1254083,Punjab Kings,RCB,Punjab Kings,34 runs,Ahmedabad,"Apr 30, 2021"
1254082,Capitals,KKR,Capitals,7 wickets,Ahmedabad,"Apr 29, 2021"
1254081,Mumbai,Royals,Mumbai,7 wickets,Delhi,"Apr 29, 2021"
1254080,Super Kings,Sunrisers,Super Kings,7 wickets,Delhi,"Apr 28, 2021"
1254079,Capitals,RCB,RCB,1 run,Ahmedabad,"Apr 27, 2021"
1254078,Punjab Kings,KKR,KKR,5 wickets,Ahmedabad,"Apr 26, 2021"
1254077,Sunrisers,Capitals,tied,-,Chennai,"Apr 25, 2021"
1254076,Super Kings,RCB,Super Kings,69 runs,Wankhede,"Apr 25, 2021"
1254075,Royals,KKR,Royals,6 wickets,Wankhede,"Apr 24, 2021"
1254074,Punjab Kings,Mumbai,Punjab Kings,9 wickets,Chennai,"Apr 23, 2021"
1254073,RCB,Royals,RCB,10 wickets,Wankhede,"Apr 22, 2021"
1254072,KKR,Super Kings,Super Kings,18 runs,Wankhede,"Apr 21, 2021"
1254071,Punjab Kings,Sunrisers,Sunrisers,9 wickets,Chennai,"Apr 21, 2021"
1254070,Capitals,Mumbai,Capitals,6 wickets,Chennai,"Apr 20, 2021"
1254069,Super Kings,Royals,Super Kings,45 runs,Wankhede,"Apr 19, 2021"
1254068,Capitals,Punjab Kings,Capitals,6 wickets,Wankhede,"Apr 18, 2021"
1254067,RCB,KKR,RCB,38 runs,Chennai,"Apr 18, 2021"
1254066,Mumbai,Sunrisers,Mumbai,13 runs,Chennai,"Apr 17, 2021"
1254065,Punjab Kings,Super Kings,Super Kings,6 wickets,Wankhede,"Apr 16, 2021"
1254064,Royals,Capitals,Royals,3 wickets,Wankhede,"Apr 15, 2021"
1254063,Sunrisers,RCB,RCB,6 runs,Chennai,"Apr 14, 2021"
1254062,KKR,Mumbai,Mumbai,10 runs,Chennai,"Apr 13, 2021"
1254061,Royals,Punjab Kings,Punjab Kings,4 runs,Wankhede,"Apr 12, 2021"
1254060,Sunrisers,KKR,KKR,10 runs,Chennai,"Apr 11, 2021"
1254059,Super Kings,Capitals,Capitals,7 wickets,Wankhede,"Apr 10, 2021"
1254058,Mumbai,RCB,RCB,2 wickets,Chennai,"Apr 9, 2021"
1237181,Capitals,Mumbai,Mumbai,5 wickets,Dubai (DSC),"Nov 10, 2020"
1237180,Capitals,Sunrisers,Capitals,17 runs,Abu Dhabi,"Nov 8, 2020"
1237178,RCB,Sunrisers,Sunrisers,6 wickets,Abu Dhabi,"Nov 6, 2020"
1237177,Capitals,Mumbai,Mumbai,57 runs,Dubai (DSC),"Nov 5, 2020"
1216495,Sunrisers,Mumbai,Sunrisers,10 wickets,Sharjah,"Nov 3, 2020"
1216505,Capitals,RCB,Capitals,6 wickets,Abu Dhabi,"Nov 2, 2020"
1216530,KKR,Royals,KKR,60 runs,Dubai (DSC),"Nov 1, 2020"
1216506,Super Kings,Kings XI,Super Kings,9 wickets,Abu Dhabi,"Nov 1, 2020"
1216502,RCB,Sunrisers,Sunrisers,5 wickets,Sharjah,"Oct 31, 2020"
1216535,Capitals,Mumbai,Mumbai,9 wickets,Dubai (DSC),"Oct 31, 2020"
1216537,Kings XI,Royals,Royals,7 wickets,Abu Dhabi,"Oct 30, 2020"
1216536,Super Kings,KKR,Super Kings,6 wickets,Dubai (DSC),"Oct 29, 2020"
1216499,Mumbai,RCB,Mumbai,5 wickets,Abu Dhabi,"Oct 28, 2020"
1216524,Sunrisers,Capitals,Sunrisers,88 runs,Dubai (DSC),"Oct 27, 2020"
1216520,KKR,Kings XI,Kings XI,8 wickets,Sharjah,"Oct 26, 2020"
1216541,Royals,Mumbai,Royals,8 wickets,Abu Dhabi,"Oct 25, 2020"
1216544,RCB,Super Kings,Super Kings,8 wickets,Dubai (DSC),"Oct 25, 2020"
1216498,Kings XI,Sunrisers,Kings XI,12 runs,Dubai (DSC),"Oct 24, 2020"
1216497,KKR,Capitals,KKR,59 runs,Abu Dhabi,"Oct 24, 2020"
1216521,Super Kings,Mumbai,Mumbai,10 wickets,Sharjah,"Oct 23, 2020"
1216518,Royals,Sunrisers,Sunrisers,8 wickets,Dubai (DSC),"Oct 22, 2020"
1216494,KKR,RCB,RCB,8 wickets,Abu Dhabi,"Oct 21, 2020"
1216546,Kings XI,Capitals,Kings XI,5 wickets,Dubai (DSC),"Oct 20, 2020"
1216533,Super Kings,Royals,Royals,7 wickets,Abu Dhabi,"Oct 19, 2020"
1216517,Mumbai,Kings XI,tied,-,Dubai (DSC),"Oct 18, 2020"
1216512,Sunrisers,KKR,tied,-,Abu Dhabi,"Oct 18, 2020"
1216509,Capitals,Super Kings,Capitals,5 wickets,Sharjah,"Oct 17, 2020"
1216522,Royals,RCB,RCB,7 wickets,Dubai (DSC),"Oct 17, 2020"
1216526,Mumbai,KKR,Mumbai,8 wickets,Abu Dhabi,"Oct 16, 2020"
1216531,RCB,Kings XI,Kings XI,8 wickets,Sharjah,"Oct 15, 2020"
1216543,Capitals,Royals,Capitals,13 runs,Dubai (DSC),"Oct 14, 2020"
1216528,Sunrisers,Super Kings,Super Kings,20 runs,Dubai (DSC),"Oct 13, 2020"
1216540,RCB,KKR,RCB,82 runs,Sharjah,"Oct 12, 2020"
1216529,Mumbai,Capitals,Mumbai,5 wickets,Abu Dhabi,"Oct 11, 2020"
1216507,Sunrisers,Royals,Royals,5 wickets,Dubai (DSC),"Oct 11, 2020"
1216525,Super Kings,RCB,RCB,37 runs,Dubai (DSC),"Oct 10, 2020"
1216523,Kings XI,KKR,KKR,2 runs,Abu Dhabi,"Oct 10, 2020"
1216500,Royals,Capitals,Capitals,46 runs,Sharjah,"Oct 9, 2020"
1216542,Sunrisers,Kings XI,Sunrisers,69 runs,Dubai (DSC),"Oct 8, 2020"
1216501,KKR,Super Kings,KKR,10 runs,Abu Dhabi,"Oct 7, 2020"
1216511,Mumbai,Royals,Mumbai,57 runs,Abu Dhabi,"Oct 6, 2020"
1216519,RCB,Capitals,Capitals,59 runs,Dubai (DSC),"Oct 5, 2020"
1216513,Kings XI,Super Kings,Super Kings,10 wickets,Dubai (DSC),"Oct 4, 2020"
1216538,Mumbai,Sunrisers,Mumbai,34 runs,Sharjah,"Oct 4, 2020"
1216515,Capitals,KKR,Capitals,18 runs,Sharjah,"Oct 3, 2020"
1216514,RCB,Royals,RCB,8 wickets,Abu Dhabi,"Oct 3, 2020"
1216516,Super Kings,Sunrisers,Sunrisers,7 runs,Dubai (DSC),"Oct 2, 2020"
1216503,Kings XI,Mumbai,Mumbai,48 runs,Abu Dhabi,"Oct 1, 2020"
1216504,Royals,KKR,KKR,37 runs,Dubai (DSC),"Sep 30, 2020"
1216532,Capitals,Sunrisers,Sunrisers,15 runs,Abu Dhabi,"Sep 29, 2020"
1216547,RCB,Mumbai,tied,-,Dubai (DSC),"Sep 28, 2020"
1216527,Royals,Kings XI,Royals,4 wickets,Sharjah,"Sep 27, 2020"
1216545,KKR,Sunrisers,KKR,7 wickets,Abu Dhabi,"Sep 26, 2020"
1216539,Super Kings,Capitals,Capitals,44 runs,Dubai (DSC),"Sep 25, 2020"
1216510,Kings XI,RCB,Kings XI,97 runs,Dubai (DSC),"Sep 24, 2020"
1216508,KKR,Mumbai,Mumbai,49 runs,Abu Dhabi,"Sep 23, 2020"
1216496,Royals,Super Kings,Royals,16 runs,Sharjah,"Sep 22, 2020"
1216534,Sunrisers,RCB,RCB,10 runs,Dubai (DSC),"Sep 21, 2020"
1216493,Capitals,Kings XI,tied,-,Dubai (DSC),"Sep 20, 2020"
1216492,Mumbai,Super Kings,Super Kings,5 wickets,Abu Dhabi,"Sep 19, 2020"
1181768,Super Kings,Mumbai,Mumbai,1 run,Hyderabad,"May 12, 2019"
1181767,Super Kings,Capitals,Super Kings,6 wickets,Visakhapatnam,"May 10, 2019"
1181766,Sunrisers,Capitals,Capitals,2 wickets,Visakhapatnam,"May 8, 2019"
1181764,Super Kings,Mumbai,Mumbai,6 wickets,Chennai,"May 7, 2019"
1178431,Mumbai,KKR,Mumbai,9 wickets,Wankhede,"May 5, 2019"
1178430,Kings XI,Super Kings,Kings XI,6 wickets,Mohali,"May 5, 2019"
1178429,RCB,Sunrisers,RCB,4 wickets,Bengaluru,"May 4, 2019"
1178428,Capitals,Royals,Capitals,5 wickets,Delhi,"May 4, 2019"
1178427,Kings XI,KKR,KKR,7 wickets,Mohali,"May 3, 2019"
1178426,Mumbai,Sunrisers,tied,-,Wankhede,"May 2, 2019"
1178425,Super Kings,Capitals,Super Kings,80 runs,Chennai,"May 1, 2019"
1178424,RCB,Royals,no result,-,Bengaluru,"Apr 30, 2019"
1178423,Sunrisers,Kings XI,Sunrisers,45 runs,Hyderabad,"Apr 29, 2019"
1178422,KKR,Mumbai,KKR,34 runs,Eden Gardens,"Apr 28, 2019"
1178421,Capitals,RCB,Capitals,16 runs,Delhi,"Apr 28, 2019"
1178420,Royals,Sunrisers,Royals,7 wickets,Jaipur,"Apr 27, 2019"
1178419,Super Kings,Mumbai,Mumbai,46 runs,Chennai,"Apr 26, 2019"
1178418,KKR,Royals,Royals,3 wickets,Eden Gardens,"Apr 25, 2019"
1178417,RCB,Kings XI,RCB,17 runs,Bengaluru,"Apr 24, 2019"
1178416,Super Kings,Sunrisers,Super Kings,6 wickets,Chennai,"Apr 23, 2019"
1178415,Royals,Capitals,Capitals,6 wickets,Jaipur,"Apr 22, 2019"
1178414,RCB,Super Kings,RCB,1 run,Bengaluru,"Apr 21, 2019"
1178413,Sunrisers,KKR,Sunrisers,9 wickets,Hyderabad,"Apr 21, 2019"
1178412,Capitals,Kings XI,Capitals,5 wickets,Delhi,"Apr 20, 2019"
1178411,Royals,Mumbai,Royals,5 wickets,Jaipur,"Apr 20, 2019"
1178410,KKR,RCB,RCB,10 runs,Eden Gardens,"Apr 19, 2019"
1178409,Capitals,Mumbai,Mumbai,40 runs,Delhi,"Apr 18, 2019"
1178408,Sunrisers,Super Kings,Sunrisers,6 wickets,Hyderabad,"Apr 17, 2019"
1178407,Kings XI,Royals,Kings XI,12 runs,Mohali,"Apr 16, 2019"
1178406,Mumbai,RCB,Mumbai,5 wickets,Wankhede,"Apr 15, 2019"
1178405,Sunrisers,Capitals,Capitals,39 runs,Hyderabad,"Apr 14, 2019"
1178404,KKR,Super Kings,Super Kings,5 wickets,Eden Gardens,"Apr 14, 2019"
1178403,Kings XI,RCB,RCB,8 wickets,Mohali,"Apr 13, 2019"
1178402,Mumbai,Royals,Royals,4 wickets,Wankhede,"Apr 13, 2019"
1178401,KKR,Capitals,Capitals,7 wickets,Eden Gardens,"Apr 12, 2019"
1178400,Royals,Super Kings,Super Kings,4 wickets,Jaipur,"Apr 11, 2019"
1178399,Mumbai,Kings XI,Mumbai,3 wickets,Wankhede,"Apr 10, 2019"
1178398,Super Kings,KKR,Super Kings,7 wickets,Chennai,"Apr 9, 2019"
1178397,Kings XI,Sunrisers,Kings XI,6 wickets,Mohali,"Apr 8, 2019"
1178396,Royals,KKR,KKR,8 wickets,Jaipur,"Apr 7, 2019"
1178395,RCB,Capitals,Capitals,4 wickets,Bengaluru,"Apr 7, 2019"
1178394,Sunrisers,Mumbai,Mumbai,40 runs,Hyderabad,"Apr 6, 2019"
1178393,Super Kings,Kings XI,Super Kings,22 runs,Chennai,"Apr 6, 2019"
1175372,RCB,KKR,KKR,5 wickets,Bengaluru,"Apr 5, 2019"
1175371,Capitals,Sunrisers,Sunrisers,5 wickets,Delhi,"Apr 4, 2019"
1175370,Mumbai,Super Kings,Mumbai,37 runs,Wankhede,"Apr 3, 2019"
1175369,Royals,RCB,Royals,7 wickets,Jaipur,"Apr 2, 2019"
1175368,Kings XI,Capitals,Kings XI,14 runs,Mohali,"Apr 1, 2019"
1175367,Super Kings,Royals,Super Kings,8 runs,Chennai,"Mar 31, 2019"
1175366,Sunrisers,RCB,Sunrisers,118 runs,Hyderabad,"Mar 31, 2019"
1175365,Capitals,KKR,tied,-,Delhi,"Mar 30, 2019"
1175364,Kings XI,Mumbai,Kings XI,8 wickets,Mohali,"Mar 30, 2019"
